,date_local,time_local,Ozone_Maricopa,Ozone_LosAngeles,Ozone_Cook,Ozone_SanDiego,Ozone_Harris,Ozone_Orange,Ozone_MiamiDade,Ozone_Dallas,Ozone_Riverside,Ozone_Queens
0,2019-01-01,2020-11-09 00:00:00,0.014318181818181824,0.032692307692307694,0.012,0.026,0.0026875000000000007,0.039,0.0305,0.017,0.035666666666666666,0.023
1,2019-01-01,2020-11-09 01:00:00,0.015136363636363642,0.028923076923076926,0.015,0.02257142857142857,0.0033125000000000008,0.039,0.0305,0.013,0.033923076923076924,0.017
2,2019-01-01,2020-11-09 02:00:00,0.016954545454545458,0.02623076923076923,0.018,0.012,0.0025625,0.03966666666666666,0.0315,0.011000000000000001,0.03476923076923077,0.006
3,2019-01-01,2020-11-09 03:00:00,0.021863636363636373,0.02384615384615385,0.019,0.009,0.0018125000000000003,0.039,0.032,0.012666666666666666,0.03523076923076923,0.011
4,2019-01-01,2020-11-09 04:00:00,0.023363636363636368,0.02130769230769231,0.021,0.028833333333333336,0.0013125000000000003,0.036666666666666674,0.032,0.014,0.035666666666666666,0.012
5,2019-01-01,2020-11-09 05:00:00,0.023045454545454556,0.021076923076923083,0.022,0.02342857142857143,0.0010625,0.036000000000000004,0.033,0.014,0.03430769230769231,0.006
6,2019-01-01,2020-11-09 06:00:00,0.02168181818181819,0.02076923076923077,0.025,0.023857142857142858,0.0006875,0.034333333333333334,0.032,0.014,0.03376923076923077,0.011
7,2019-01-01,2020-11-09 07:00:00,0.01886363636363637,0.019153846153846153,0.028,0.02442857142857143,0.0005625000000000001,0.029666666666666664,0.0315,0.014333333333333332,0.03415384615384615,0.01
8,2019-01-01,2020-11-09 08:00:00,0.01918181818181819,0.02553846153846154,0.028,0.02742857142857143,0.0020625,0.03166666666666667,0.032,0.014666666666666666,0.03476923076923077,0.014
9,2019-01-01,2020-11-09 09:00:00,0.023136363636363646,0.030692307692307692,0.032,0.03228571428571429,0.0073750000000000005,0.037000000000000005,0.0325,0.014666666666666666,0.03569230769230768,0.018
10,2019-01-01,2020-11-09 10:00:00,0.027681818181818196,0.03438461538461539,0.03,0.03457142857142857,0.016499999999999997,0.037333333333333336,0.0335,0.015,0.036153846153846154,0.02
11,2019-01-01,2020-11-09 11:00:00,0.03231818181818183,0.03561538461538462,0.029,0.03557142857142857,0.023312500000000003,0.037666666666666675,0.0335,0.015,0.036692307692307684,0.021
12,2019-01-01,2020-11-09 12:00:00,0.036045454545454554,0.037230769230769234,0.03,0.03614285714285714,0.02731250000000001,0.03833333333333333,0.0335,0.015666666666666666,0.03738461538461538,0.028
13,2019-01-01,2020-11-09 13:00:00,0.037545454545454555,0.038769230769230764,0.029,0.037,0.029375000000000012,0.03933333333333333,0.0335,0.016,0.03776923076923076,0.028
14,2019-01-01,2020-11-09 14:00:00,0.038545454545454556,0.03915384615384614,0.03,0.037571428571428575,0.029937500000000013,0.03933333333333333,0.0335,0.016666666666666666,0.037923076923076914,0.024
15,2019-01-01,2020-11-09 15:00:00,0.03904545454545456,0.03823076923076922,0.028,0.037714285714285714,0.029437500000000012,0.03933333333333333,0.0345,0.016666666666666666,0.03784615384615384,0.024
16,2019-01-01,2020-11-09 16:00:00,0.038727272727272735,0.03492307692307692,0.027,0.036571428571428574,0.02662500000000001,0.036666666666666674,0.0335,0.016666666666666666,0.03630769230769231,0.025
17,2019-01-01,2020-11-09 17:00:00,0.03386363636363638,0.028692307692307687,0.027,0.034,0.022625000000000003,0.034333333333333334,0.034,0.015333333333333332,0.03353846153846154,0.026
18,2019-01-01,2020-11-09 18:00:00,0.024863636363636376,0.02007692307692308,0.027,0.03342857142857143,0.021812500000000002,0.027333333333333334,0.0335,0.014666666666666666,0.032,0.023
19,2019-01-01,2020-11-09 19:00:00,0.023500000000000007,0.01730769230769231,0.026,0.031857142857142855,0.022687500000000006,0.024333333333333335,0.034,0.014666666666666666,0.03207692307692307,0.023
20,2019-01-01,2020-11-09 20:00:00,0.02477272727272728,0.015000000000000001,0.025,0.031,0.022562500000000003,0.02266666666666667,0.034,0.015666666666666666,0.030846153846153843,0.023
21,2019-01-01,2020-11-09 21:00:00,0.02504545454545455,0.015076923076923078,0.024,0.02957142857142857,0.022062500000000002,0.01933333333333333,0.0335,0.015333333333333332,0.029538461538461548,0.023
22,2019-01-01,2020-11-09 22:00:00,0.026681818181818192,0.012166666666666668,0.022,0.026285714285714284,0.0211875,0.02033333333333333,0.0345,0.016333333333333335,0.029153846153846155,0.025
23,2019-01-01,2020-11-09 23:00:00,0.027136363636363646,0.013076923076923078,0.021,0.026857142857142854,0.0209375,0.02033333333333333,0.0345,0.015333333333333332,0.028538461538461537,0.022
24,2019-01-02,2020-11-09 00:00:00,0.026909090909090924,0.013461538461538462,0.02,0.028285714285714282,0.022000000000000002,0.02033333333333333,0.034,0.015666666666666666,0.026833333333333338,0.023
25,2019-01-02,2020-11-09 01:00:00,0.027409090909090925,0.012384615384615385,0.019,0.028142857142857143,0.02125,0.017666666666666667,0.0335,0.016333333333333335,0.026384615384615392,0.021
26,2019-01-02,2020-11-09 02:00:00,0.025772727272727284,0.012307692307692308,0.015,0.016,0.019687500000000004,0.014666666666666666,0.0325,0.015666666666666666,0.02692307692307693,0.021
27,2019-01-02,2020-11-09 03:00:00,0.02522727272727274,0.012153846153846156,0.013,0.015,0.017750000000000002,0.011000000000000001,0.032,0.015666666666666666,0.028769230769230776,0.019
